freq (Hz),dB20(clip(dft((VT("/Out+") - VT("/Out-")) VAR("tstart") (VAR("tstart") + (VAR("M") / VAR("fsamp"))) (VAR("M") * VAR("pts_per_symbol")) "Rectangular" 1 "default" 1.5) 0 (VAR("fsamp") / 2))) J 13  (dB),dB20(clip(dft((VT("/Out+") - VT("/Out-")) VAR("tstart") (VAR("tstart") + (VAR("M") / VAR("fsamp"))) (VAR("M") * VAR("pts_per_symbol")) "Rectangular" 1 "default" 1.5) 0 (VAR("fsamp") / 2))) J 1013  (dB)
160.9E6,-142.0,-122.1
161.1E6,-91.74,-84.52
161.3E6,-115.1,-125.1
161.5E6,-92.34,-92.28
161.7E6,-132.8,-124.7
161.9E6,-90.45,-80.69
162.1E6,-132.8,-122.6
162.3E6,-85.15,-86.04
162.5E6,-133.5,-125.4
162.7E6,-82.74,-86.93
162.9E6,-134.3,-122.3
163.1E6,-88.34,-85.65
163.3E6,-130.1,-114.9
163.5E6,-88.76,-73.37
163.7E6,-130.5,-116.9
163.9E6,-77.75,-92.94
164.1E6,-125.7,-125.3
164.3E6,-90.49,-86.74
164.5E6,-138.0,-122.6
164.6E6,-83.71,-82.06
164.8E6,-129.2,-120.9
165.0E6,-84.70,-90.83
165.2E6,-125.3,-123.6
165.4E6,-93.07,-86.94
165.6E6,-132.2,-123.8
165.8E6,-99.43,-87.86
166.0E6,-131.9,-121.4
166.2E6,-84.23,-85.51
166.4E6,-136.9,-124.0
166.6E6,-90.37,-89.13
166.8E6,-133.2,-120.5
167.0E6,-83.58,-88.35
167.2E6,-132.3,-119.8
167.4E6,-98.73,-81.85
167.6E6,-122.9,-119.5
167.8E6,-90.89,-71.37
168.0E6,-129.5,-124.5
168.2E6,-93.79,-89.69
168.4E6,-130.9,-121.0
168.6E6,-83.89,-90.83
168.8E6,-126.0,-119.8
168.9E6,-84.84,-94.42
169.1E6,-133.5,-122.2
169.3E6,-78.94,-79.61
169.5E6,-146.6,-119.4
169.7E6,-97.41,-89.78
169.9E6,-136.3,-119.7
170.1E6,-85.80,-86.37
170.3E6,-128.8,-121.1
170.5E6,-90.11,-86.50
170.7E6,-131.2,-119.7
170.9E6,-87.28,-83.79
171.1E6,-126.7,-120.5
171.3E6,-98.21,-87.48
171.5E6,-124.8,-124.8
171.7E6,-95.12,-90.11
171.9E6,-132.0,-118.0
172.1E6,-88.42,-81.41
172.3E6,-137.2,-115.8
172.5E6,-83.61,-81.73
172.7E6,-130.2,-118.8
172.9E6,-93.55,-91.83
173.0E6,-130.2,-120.2
173.2E6,-87.96,-86.90
173.4E6,-131.3,-119.5
173.6E6,-85.21,-80.83
173.8E6,-126.0,-118.9
174.0E6,-92.37,-90.06
174.2E6,-133.6,-119.5
174.4E6,-81.88,-89.39
174.6E6,-144.4,-117.9
174.8E6,-86.53,-86.23
175.0E6,-135.0,-119.6
175.2E6,-85.49,-84.34
175.4E6,-132.1,-119.3
175.6E6,-92.59,-94.29
175.8E6,-130.5,-117.0
176.0E6,-95.42,-83.80
176.2E6,-126.9,-115.7
176.4E6,-95.04,-76.51
176.6E6,-133.3,-114.9
176.8E6,-85.43,-83.62
177.0E6,-138.2,-120.7
177.1E6,-90.37,-83.18
177.3E6,-144.7,-116.5
177.5E6,-89.74,-96.70
177.7E6,-122.4,-117.0
177.9E6,-91.26,-91.87
178.1E6,-136.6,-117.9
178.3E6,-87.50,-92.36
178.5E6,-130.4,-115.9
178.7E6,-86.25,-91.63
178.9E6,-123.0,-116.9
179.1E6,-85.52,-84.91
179.3E6,-133.9,-115.8
179.5E6,-98.57,-87.14
179.7E6,-140.6,-114.5
179.9E6,-83.75,-81.94
180.1E6,-135.5,-116.0
180.3E6,-92.24,-89.23
180.5E6,-126.2,-112.4
180.7E6,-86.21,-76.24
180.9E6,-131.2,-118.0
181.1E6,-94.55,-83.40
181.3E6,-133.8,-112.9
181.4E6,-86.80,-92.96
181.6E6,-126.2,-115.3
181.8E6,-84.31,-88.65
182.0E6,-131.1,-114.5
182.2E6,-95.35,-90.59
182.4E6,-137.4,-113.7
182.6E6,-89.26,-98.33
182.8E6,-112.2,-114.6
183.0E6,-81.00,-88.23
183.2E6,-147.9,-114.5
183.4E6,-90.94,-86.82
183.6E6,-134.5,-113.1
183.8E6,-82.36,-85.82
184.0E6,-124.1,-114.3
184.2E6,-87.10,-83.68
184.4E6,-127.4,-112.8
184.6E6,-83.34,-88.39
184.8E6,-132.7,-111.9
185.0E6,-86.96,-80.83
185.2E6,-139.5,-108.8
185.4E6,-100.3,-92.85
185.5E6,-125.0,-112.1
185.7E6,-89.35,-86.46
185.9E6,-144.0,-111.5
186.1E6,-89.30,-104.8
186.3E6,-133.3,-111.2
186.5E6,-84.16,-80.79
186.7E6,-115.8,-111.7
186.9E6,-91.25,-96.46
187.1E6,-130.8,-110.6
187.3E6,-90.17,-91.50
187.5E6,-134.0,-110.3
187.7E6,-85.81,-85.05
187.9E6,-112.6,-110.7
188.1E6,-81.92,-91.01
188.3E6,-142.1,-109.5
188.5E6,-89.15,-89.58
188.7E6,-144.9,-108.6
188.9E6,-83.04,-84.48
189.1E6,-138.9,-109.5
189.3E6,-98.21,-74.25
189.5E6,-124.7,-113.1
189.6E6,-81.38,-86.68
189.8E6,-130.7,-108.6
190.0E6,-87.18,-93.65
190.2E6,-132.8,-107.6
190.4E6,-87.18,-86.87
190.6E6,-130.9,-107.6
190.8E6,-87.94,-82.82
191.0E6,-137.3,-106.6
191.2E6,-86.61,-97.41
191.4E6,-138.4,-106.3
191.6E6,-111.6,-90.33
191.8E6,-113.0,-106.0
192.0E6,-82.49,-81.75
192.2E6,-132.0,-105.4
192.4E6,-89.76,-88.37
192.6E6,-131.3,-105.3
192.8E6,-109.4,-95.45
193.0E6,-119.6,-105.1
193.2E6,-88.41,-83.38
193.4E6,-139.3,-103.8
193.6E6,-92.96,-64.29
193.8E6,-135.4,-101.6
193.9E6,-97.42,-99.55
194.1E6,-127.5,-102.3
194.3E6,-80.24,-103.0
194.5E6,-125.7,-101.6
194.7E6,-87.13,-87.85
194.9E6,-132.7,-100.6
195.1E6,-80.01,-86.09
195.3E6,-128.0,-99.38
195.5E6,-96.10,-94.32
195.7E6,-131.4,-98.43
195.9E6,-91.76,-95.88
196.1E6,-146.5,-96.68
196.3E6,-91.07,-86.60
196.5E6,-134.4,-94.80
196.7E6,-87.78,-88.33
196.9E6,-129.1,-92.20
197.1E6,-86.43,-85.17
197.3E6,-131.7,-88.21
197.5E6,-93.23,-80.12
197.7E6,-132.1,-79.29
197.9E6,-101.1,-9.684
198.0E6,-127.3,-79.98
198.2E6,-86.37,-82.41
198.4E6,-135.6,-90.16
198.6E6,-88.70,-90.45
198.8E6,-127.5,-95.59
199.0E6,-89.78,-84.06
199.2E6,-146.5,-99.58
199.4E6,-86.59,-85.44
199.6E6,-126.9,-102.2
199.8E6,-87.46,-96.72
200.0E6,-135.2,-104.5
