freq (Hz),dB20(clip(dft((VT("/Out+") - VT("/Out-")) VAR("tstart") (VAR("tstart") + (VAR("M") / VAR("fsamp"))) (VAR("M") * VAR("pts_per_symbol")) "Rectangular" 1 "default" 1.5) 0 (VAR("fsamp") / 2))) J 13  (dB),dB20(clip(dft((VT("/Out+") - VT("/Out-")) VAR("tstart") (VAR("tstart") + (VAR("M") / VAR("fsamp"))) (VAR("M") * VAR("pts_per_symbol")) "Rectangular" 1 "default" 1.5) 0 (VAR("fsamp") / 2))) J 1013  (dB)
157.6E6,-82.90,-84.72
157.8E6,-134.0,-110.0
158.0E6,-85.26,-92.66
158.2E6,-133.8,-111.6
158.4E6,-85.58,-89.30
158.6E6,-130.1,-112.0
158.8E6,-88.47,-86.57
159.0E6,-127.9,-104.3
159.2E6,-84.82,-76.71
159.4E6,-130.3,-110.1
159.6E6,-87.84,-87.75
159.8E6,-128.7,-113.5
160.0E6,-88.76,-91.31
160.2E6,-128.5,-109.6
160.4E6,-85.32,-91.88
160.5E6,-131.3,-113.2
160.7E6,-102.0,-83.95
160.9E6,-131.2,-110.4
161.1E6,-89.64,-86.59
161.3E6,-120.3,-109.6
161.5E6,-91.97,-98.66
161.7E6,-131.1,-111.8
161.9E6,-95.67,-78.68
162.1E6,-131.2,-110.4
162.3E6,-86.89,-89.17
162.5E6,-118.6,-108.5
162.7E6,-86.09,-86.18
162.9E6,-129.7,-112.8
163.1E6,-86.41,-84.09
163.3E6,-130.0,-108.0
163.5E6,-85.13,-75.32
163.7E6,-126.6,-107.1
163.9E6,-82.62,-89.47
164.1E6,-131.9,-115.9
164.3E6,-86.82,-84.03
164.5E6,-133.9,-109.9
164.6E6,-81.59,-85.04
164.8E6,-132.7,-109.7
165.0E6,-87.58,-88.49
165.2E6,-125.8,-112.1
165.4E6,-96.79,-90.04
165.6E6,-129.6,-111.5
165.8E6,-109.3,-95.48
166.0E6,-128.5,-109.0
166.2E6,-83.47,-81.12
166.4E6,-123.3,-113.2
166.6E6,-90.41,-90.89
166.8E6,-135.8,-111.0
167.0E6,-89.70,-85.56
167.2E6,-138.0,-110.3
167.4E6,-94.65,-84.64
167.6E6,-120.8,-118.6
167.8E6,-99.78,-74.61
168.0E6,-127.9,-109.5
168.2E6,-88.12,-83.59
168.4E6,-128.8,-109.7
168.6E6,-84.37,-96.39
168.8E6,-124.9,-112.3
168.9E6,-89.69,-100.4
169.1E6,-144.5,-111.6
169.3E6,-81.59,-79.04
169.5E6,-138.6,-108.6
169.7E6,-87.95,-87.68
169.9E6,-156.4,-112.8
170.1E6,-88.89,-85.77
170.3E6,-125.3,-112.1
170.5E6,-84.07,-84.42
170.7E6,-128.8,-109.9
170.9E6,-99.81,-86.46
171.1E6,-127.8,-112.6
171.3E6,-96.41,-89.16
171.5E6,-124.1,-114.6
171.7E6,-94.04,-97.82
171.9E6,-141.1,-111.7
172.1E6,-86.84,-80.09
172.3E6,-139.0,-109.3
172.5E6,-84.25,-85.27
172.7E6,-120.4,-111.4
172.9E6,-89.41,-89.25
173.0E6,-128.2,-109.3
173.2E6,-90.37,-85.56
173.4E6,-129.2,-112.2
173.6E6,-87.29,-81.25
173.8E6,-125.0,-111.1
174.0E6,-100.7,-90.26
174.2E6,-136.3,-109.2
174.4E6,-83.28,-94.85
174.6E6,-136.5,-112.4
174.8E6,-87.58,-84.79
175.0E6,-133.8,-111.8
175.2E6,-86.49,-81.91
175.4E6,-126.6,-108.3
175.6E6,-88.15,-94.71
175.8E6,-129.7,-111.9
176.0E6,-90.37,-86.42
176.2E6,-129.2,-104.4
176.4E6,-95.65,-79.51
176.6E6,-121.6,-106.6
176.8E6,-86.32,-84.95
177.0E6,-133.4,-116.8
177.1E6,-90.83,-84.12
177.3E6,-133.1,-111.9
177.5E6,-88.09,-90.37
177.7E6,-118.4,-109.8
177.9E6,-92.55,-92.90
178.1E6,-130.7,-111.5
178.3E6,-88.56,-86.67
178.5E6,-131.1,-113.1
178.7E6,-88.20,-86.53
178.9E6,-126.6,-108.5
179.1E6,-85.42,-81.51
179.3E6,-130.6,-112.6
179.5E6,-94.81,-88.38
179.7E6,-132.1,-110.8
179.9E6,-83.30,-81.20
180.1E6,-129.3,-107.9
180.3E6,-93.68,-90.83
180.5E6,-129.5,-106.5
180.7E6,-82.91,-80.44
180.9E6,-133.1,-110.5
181.1E6,-101.1,-84.25
181.3E6,-133.2,-110.5
181.4E6,-89.80,-88.24
181.6E6,-119.0,-111.6
181.8E6,-84.96,-90.42
182.0E6,-130.0,-113.2
182.2E6,-93.94,-85.72
182.4E6,-130.3,-108.8
182.6E6,-100.8,-98.91
182.8E6,-116.8,-112.2
183.0E6,-81.95,-91.59
183.2E6,-136.2,-111.8
183.4E6,-95.79,-87.17
183.6E6,-135.6,-109.4
183.8E6,-86.60,-82.65
184.0E6,-131.5,-110.2
184.2E6,-87.48,-83.76
184.4E6,-128.0,-113.9
184.6E6,-83.92,-111.4
184.8E6,-129.8,-110.2
185.0E6,-88.44,-81.10
185.2E6,-127.5,-107.2
185.4E6,-89.30,-88.35
185.5E6,-134.0,-113.8
185.7E6,-87.53,-89.12
185.9E6,-140.4,-108.9
186.1E6,-106.6,-90.47
186.3E6,-140.5,-111.5
186.5E6,-81.54,-79.29
186.7E6,-117.8,-114.2
186.9E6,-97.08,-92.16
187.1E6,-129.3,-108.9
187.3E6,-96.54,-100.1
187.5E6,-129.2,-111.3
187.7E6,-87.67,-82.56
187.9E6,-116.7,-115.6
188.1E6,-84.84,-85.22
188.3E6,-145.8,-109.2
188.5E6,-96.56,-90.09
188.7E6,-142.3,-114.0
188.9E6,-82.99,-85.39
189.1E6,-136.8,-118.0
189.3E6,-87.80,-91.64
189.5E6,-127.0,-105.2
189.6E6,-81.58,-95.81
189.8E6,-130.0,-109.7
190.0E6,-86.09,-88.82
190.2E6,-127.9,-116.6
190.4E6,-87.70,-80.78
190.6E6,-134.3,-109.6
190.8E6,-85.78,-84.79
191.0E6,-138.3,-110.3
191.2E6,-99.59,-97.41
191.4E6,-139.5,-118.8
191.6E6,-95.49,-92.82
191.8E6,-117.9,-109.7
192.0E6,-81.88,-80.82
192.2E6,-129.8,-110.8
192.4E6,-87.55,-84.21
192.6E6,-129.8,-121.3
192.8E6,-94.04,-87.96
193.0E6,-118.0,-109.4
193.2E6,-85.73,-85.65
193.4E6,-136.2,-112.9
193.6E6,-91.89,-74.88
193.8E6,-135.3,-107.0
193.9E6,-87.63,-89.69
194.1E6,-131.7,-108.4
194.3E6,-85.84,-90.72
194.5E6,-128.3,-107.9
194.7E6,-86.35,-84.76
194.9E6,-131.6,-129.1
195.1E6,-84.66,-89.77
195.3E6,-129.4,-106.9
195.5E6,-90.62,-83.83
195.7E6,-128.6,-106.8
195.9E6,-89.71,-90.18
196.1E6,-133.1,-118.6
196.3E6,-105.6,-91.04
196.5E6,-131.8,-103.6
196.7E6,-94.50,-85.43
196.9E6,-119.3,-103.2
197.1E6,-87.10,-85.76
197.3E6,-131.6,-99.58
197.5E6,-95.76,-98.83
197.7E6,-132.5,-90.82
197.9E6,-103.5,-9.763
198.0E6,-120.1,-93.69
198.2E6,-92.31,-90.28
198.4E6,-130.7,-97.82
198.6E6,-91.72,-90.44
198.8E6,-131.2,-111.2
199.0E6,-83.65,-82.94
199.2E6,-127.3,-108.8
199.4E6,-89.46,-91.10
199.6E6,-132.7,-109.0
199.8E6,-91.58,-98.60
200.0E6,-135.4,-116.2
